,date_of_service,toc_code,rid,location,gbtt_ptd,gbtt_pta,actual_td,actual_ta,late_canc_reason,arrivalDelay,departureDelay,previousJourney,nextJourney,previousArrivalDelay,previousDepartureDelay,nextArrivalDelay,nextDepartureDelay,previousStation,nextStation,numberOfStops
2,2017-08-08,LE,201708087101296,SMK,0 days 09:29:00,0 days 09:29:00,0 days 09:31:00,0 days 09:30:00,0.0,60.0,120.0,720.0,720.0,0.0,120.0,60.0,60.0,DIS,IPS,9
3,2017-08-08,LE,201708087101296,IPS,0 days 09:43:00,0 days 09:41:00,0 days 09:44:00,0 days 09:42:00,0.0,60.0,60.0,720.0,540.0,60.0,120.0,120.0,240.0,SMK,MNG,9
4,2017-08-08,LE,201708087101296,MNG,0 days 09:53:00,0 days 09:52:00,0 days 09:57:00,0 days 09:54:00,0.0,120.0,240.0,540.0,540.0,60.0,60.0,120.0,180.0,IPS,COL,9
5,2017-08-08,LE,201708087101296,COL,0 days 10:03:00,0 days 10:02:00,0 days 10:06:00,0 days 10:04:00,0.0,120.0,180.0,540.0,1080.0,120.0,240.0,60.0,180.0,MNG,CHM,9
6,2017-08-08,LE,201708087101296,CHM,0 days 10:21:00,0 days 10:21:00,0 days 10:24:00,0 days 10:22:00,0.0,60.0,180.0,1080.0,1440.0,120.0,180.0,180.0,,COL,SRA,9
7,2017-08-08,LE,201708087101296,SRA,,0 days 10:45:00,,0 days 10:48:00,0.0,180.0,,1440.0,,60.0,180.0,240.0,,CHM,LST,9
8,2017-08-08,LE,201708087101296,LST,,0 days 10:55:00,,0 days 10:59:00,0.0,240.0,,,,180.0,,,,SRA,,9
0,2017-08-09,LE,201708097101296,NRW,0 days 09:00:00,,0 days 09:00:00,,0.0,,0.0,,1019.9999999999964,,,-60.0,0.0,,DIS,9
1,2017-08-09,LE,201708097101296,DIS,0 days 09:17:00,0 days 09:17:00,0 days 09:17:00,0 days 09:16:00,0.0,-60.0,0.0,1019.9999999999964,720.0,,0.0,-60.0,60.0,NRW,SMK,9
2,2017-08-09,LE,201708097101296,SMK,0 days 09:29:00,0 days 09:29:00,0 days 09:30:00,0 days 09:28:00,0.0,-60.0,60.0,720.0,720.0,-60.0,0.0,-60.0,-60.0,DIS,IPS,9
3,2017-08-09,LE,201708097101296,IPS,0 days 09:43:00,0 days 09:41:00,0 days 09:42:00,0 days 09:40:00,0.0,-60.0,-60.0,720.0,540.0,-60.0,60.0,-60.0,0.0,SMK,MNG,9
4,2017-08-09,LE,201708097101296,MNG,0 days 09:53:00,0 days 09:52:00,0 days 09:53:00,0 days 09:51:00,0.0,-60.0,0.0,540.0,540.0,-60.0,-60.0,-120.0,-60.0,IPS,COL,9
5,2017-08-09,LE,201708097101296,COL,0 days 10:03:00,0 days 10:02:00,0 days 10:02:00,0 days 10:00:00,0.0,-120.0,-60.0,540.0,1080.0,-60.0,0.0,-180.0,0.0,MNG,CHM,9
6,2017-08-09,LE,201708097101296,CHM,0 days 10:21:00,0 days 10:21:00,0 days 10:21:00,0 days 10:18:00,0.0,-180.0,0.0,1080.0,1440.0,-120.0,-60.0,0.0,,COL,SRA,9
7,2017-08-09,LE,201708097101296,SRA,,0 days 10:45:00,,0 days 10:45:00,0.0,0.0,,1440.0,,-180.0,0.0,-60.0,,CHM,LST,9
8,2017-08-09,LE,201708097101296,LST,,0 days 10:55:00,,0 days 10:54:00,0.0,-60.0,,,,0.0,,,,SRA,,9
0,2017-08-10,LE,201708107101296,NRW,0 days 09:00:00,,0 days 09:00:00,,0.0,,0.0,,1019.9999999999964,,,-120.0,0.0,,DIS,9
1,2017-08-10,LE,201708107101296,DIS,0 days 09:17:00,0 days 09:17:00,0 days 09:17:00,0 days 09:15:00,0.0,-120.0,0.0,1019.9999999999964,720.0,,0.0,-60.0,0.0,NRW,SMK,9
2,2017-08-10,LE,201708107101296,SMK,0 days 09:29:00,0 days 09:29:00,0 days 09:29:00,0 days 09:28:00,0.0,-60.0,0.0,720.0,720.0,-120.0,0.0,-120.0,-60.0,DIS,IPS,9
3,2017-08-10,LE,201708107101296,IPS,0 days 09:43:00,0 days 09:41:00,0 days 09:42:00,0 days 09:39:00,0.0,-120.0,-60.0,720.0,540.0,-60.0,0.0,-60.0,60.0,SMK,MNG,9
4,2017-08-10,LE,201708107101296,MNG,0 days 09:53:00,0 days 09:52:00,0 days 09:54:00,0 days 09:51:00,0.0,-60.0,60.0,540.0,540.0,-120.0,-60.0,-60.0,-60.0,IPS,COL,9
5,2017-08-10,LE,201708107101296,COL,0 days 10:03:00,0 days 10:02:00,0 days 10:02:00,0 days 10:01:00,0.0,-60.0,-60.0,540.0,1080.0,-60.0,60.0,-180.0,-60.0,MNG,CHM,9
6,2017-08-10,LE,201708107101296,CHM,0 days 10:21:00,0 days 10:21:00,0 days 10:20:00,0 days 10:18:00,0.0,-180.0,-60.0,1080.0,1440.0,-60.0,-60.0,180.0,,COL,SRA,9
7,2017-08-10,LE,201708107101296,SRA,,0 days 10:45:00,,0 days 10:48:00,0.0,180.0,,1440.0,,-180.0,-60.0,120.0,,CHM,LST,9
8,2017-08-10,LE,201708107101296,LST,,0 days 10:55:00,,0 days 10:57:00,0.0,120.0,,,,180.0,,,,SRA,,9
0,2017-08-11,LE,201708117101296,NRW,0 days 09:00:00,,0 days 09:00:00,,0.0,,0.0,,1019.9999999999964,,,-60.0,0.0,,DIS,9
1,2017-08-11,LE,201708117101296,DIS,0 days 09:17:00,0 days 09:17:00,0 days 09:17:00,0 days 09:16:00,0.0,-60.0,0.0,1019.9999999999964,720.0,,0.0,-60.0,0.0,NRW,SMK,9
2,2017-08-11,LE,201708117101296,SMK,0 days 09:29:00,0 days 09:29:00,0 days 09:29:00,0 days 09:28:00,0.0,-60.0,0.0,720.0,720.0,-60.0,0.0,0.0,0.0,DIS,IPS,9
3,2017-08-11,LE,201708117101296,IPS,0 days 09:43:00,0 days 09:41:00,0 days 09:43:00,0 days 09:41:00,0.0,0.0,0.0,720.0,540.0,-60.0,0.0,0.0,60.0,SMK,MNG,9
4,2017-08-11,LE,201708117101296,MNG,0 days 09:53:00,0 days 09:52:00,0 days 09:54:00,0 days 09:52:00,0.0,0.0,60.0,540.0,540.0,0.0,0.0,-60.0,-60.0,IPS,COL,9
5,2017-08-11,LE,201708117101296,COL,0 days 10:03:00,0 days 10:02:00,0 days 10:02:00,0 days 10:01:00,0.0,-60.0,-60.0,540.0,1080.0,0.0,60.0,-60.0,0.0,MNG,CHM,9
6,2017-08-11,LE,201708117101296,CHM,0 days 10:21:00,0 days 10:21:00,0 days 10:21:00,0 days 10:20:00,0.0,-60.0,0.0,1080.0,1440.0,-60.0,-60.0,-60.0,,COL,SRA,9
7,2017-08-11,LE,201708117101296,SRA,,0 days 10:45:00,,0 days 10:44:00,0.0,-60.0,,1440.0,,-60.0,0.0,-60.0,,CHM,LST,9
8,2017-08-11,LE,201708117101296,LST,,0 days 10:55:00,,0 days 10:54:00,0.0,-60.0,,,,-60.0,,,,SRA,,9
0,2017-08-14,LE,201708147101296,NRW,0 days 09:00:00,,0 days 09:00:00,,0.0,,0.0,,1019.9999999999964,,,-60.0,60.0,,DIS,9
1,2017-08-14,LE,201708147101296,DIS,0 days 09:17:00,0 days 09:17:00,0 days 09:18:00,0 days 09:16:00,0.0,-60.0,60.0,1019.9999999999964,720.0,,0.0,0.0,60.0,NRW,SMK,9
2,2017-08-14,LE,201708147101296,SMK,0 days 09:29:00,0 days 09:29:00,0 days 09:30:00,0 days 09:29:00,0.0,0.0,60.0,720.0,720.0,-60.0,60.0,-60.0,-60.0,DIS,IPS,9
3,2017-08-14,LE,201708147101296,IPS,0 days 09:43:00,0 days 09:41:00,0 days 09:42:00,0 days 09:40:00,0.0,-60.0,-60.0,720.0,540.0,0.0,60.0,-60.0,0.0,SMK,MNG,9
4,2017-08-14,LE,201708147101296,MNG,0 days 09:53:00,0 days 09:52:00,0 days 09:53:00,0 days 09:51:00,0.0,-60.0,0.0,540.0,540.0,-60.0,-60.0,-60.0,-60.0,IPS,COL,9
5,2017-08-14,LE,201708147101296,COL,0 days 10:03:00,0 days 10:02:00,0 days 10:02:00,0 days 10:01:00,0.0,-60.0,-60.0,540.0,1080.0,-60.0,0.0,-180.0,-60.0,MNG,CHM,9
6,2017-08-14,LE,201708147101296,CHM,0 days 10:21:00,0 days 10:21:00,0 days 10:20:00,0 days 10:18:00,0.0,-180.0,-60.0,1080.0,1440.0,-60.0,-60.0,0.0,,COL,SRA,9
7,2017-08-14,LE,201708147101296,SRA,,0 days 10:45:00,,0 days 10:45:00,0.0,0.0,,1440.0,,-180.0,-60.0,300.0,,CHM,LST,9
8,2017-08-14,LE,201708147101296,LST,,0 days 10:55:00,,0 days 11:00:00,0.0,300.0,,,,0.0,,,,SRA,,9
0,2017-08-15,LE,201708157101296,NRW,0 days 09:00:00,,0 days 08:59:00,,0.0,,-60.0,,1019.9999999999964,,,-60.0,60.0,,DIS,9
1,2017-08-15,LE,201708157101296,DIS,0 days 09:17:00,0 days 09:17:00,0 days 09:18:00,0 days 09:16:00,0.0,-60.0,60.0,1019.9999999999964,720.0,,-60.0,0.0,60.0,NRW,SMK,9
2,2017-08-15,LE,201708157101296,SMK,0 days 09:29:00,0 days 09:29:00,0 days 09:30:00,0 days 09:29:00,0.0,0.0,60.0,720.0,720.0,-60.0,60.0,180.0,180.0,DIS,IPS,9
3,2017-08-15,LE,201708157101296,IPS,0 days 09:43:00,0 days 09:41:00,0 days 09:46:00,0 days 09:44:00,0.0,180.0,180.0,720.0,540.0,0.0,60.0,300.0,360.0,SMK,MNG,9
4,2017-08-15,LE,201708157101296,MNG,0 days 09:53:00,0 days 09:52:00,0 days 09:59:00,0 days 09:57:00,0.0,300.0,360.0,540.0,540.0,180.0,180.0,300.0,300.0,IPS,COL,9
5,2017-08-15,LE,201708157101296,COL,0 days 10:03:00,0 days 10:02:00,0 days 10:08:00,0 days 10:07:00,0.0,300.0,300.0,540.0,1080.0,300.0,360.0,720.0,780.0,MNG,CHM,9
6,2017-08-15,LE,201708157101296,CHM,0 days 10:21:00,0 days 10:21:00,0 days 10:34:00,0 days 10:33:00,0.0,720.0,780.0,1080.0,1440.0,300.0,300.0,900.0,,COL,SRA,9
7,2017-08-15,LE,201708157101296,SRA,,0 days 10:45:00,,0 days 11:00:00,0.0,900.0,,1440.0,,720.0,780.0,900.0,,CHM,LST,9
8,2017-08-15,LE,201708157101296,LST,,0 days 10:55:00,,0 days 11:10:00,0.0,900.0,,,,900.0,,,,SRA,,9
0,2017-08-16,LE,201708167101296,NRW,0 days 09:00:00,,0 days 09:00:00,,0.0,,0.0,,1019.9999999999964,,,-60.0,120.0,,DIS,9
1,2017-08-16,LE,201708167101296,DIS,0 days 09:17:00,0 days 09:17:00,0 days 09:19:00,0 days 09:16:00,0.0,-60.0,120.0,1019.9999999999964,720.0,,0.0,60.0,180.0,NRW,SMK,9
2,2017-08-16,LE,201708167101296,SMK,0 days 09:29:00,0 days 09:29:00,0 days 09:32:00,0 days 09:30:00,0.0,60.0,180.0,720.0,720.0,-60.0,120.0,60.0,60.0,DIS,IPS,9
3,2017-08-16,LE,201708167101296,IPS,0 days 09:43:00,0 days 09:41:00,0 days 09:44:00,0 days 09:42:00,0.0,60.0,60.0,720.0,540.0,60.0,180.0,60.0,180.0,SMK,MNG,9
4,2017-08-16,LE,201708167101296,MNG,0 days 09:53:00,0 days 09:52:00,0 days 09:56:00,0 days 09:53:00,0.0,60.0,180.0,540.0,540.0,60.0,60.0,120.0,120.0,IPS,COL,9
5,2017-08-16,LE,201708167101296,COL,0 days 10:03:00,0 days 10:02:00,0 days 10:05:00,0 days 10:04:00,0.0,120.0,120.0,540.0,1080.0,60.0,180.0,180.0,240.0,MNG,CHM,9
6,2017-08-16,LE,201708167101296,CHM,0 days 10:21:00,0 days 10:21:00,0 days 10:25:00,0 days 10:24:00,0.0,180.0,240.0,1080.0,1440.0,120.0,120.0,1020.0,,COL,SRA,9
7,2017-08-16,LE,201708167101296,SRA,,0 days 10:45:00,,0 days 11:02:00,0.0,1020.0,,1440.0,,180.0,240.0,1020.0,,CHM,LST,9
8,2017-08-16,LE,201708167101296,LST,,0 days 10:55:00,,0 days 11:12:00,0.0,1020.0,,,,1020.0,,,,SRA,,9
0,2017-08-17,LE,201708177101296,NRW,0 days 09:00:00,,0 days 09:00:00,,0.0,,0.0,,1019.9999999999964,,,0.0,120.0,,DIS,9
1,2017-08-17,LE,201708177101296,DIS,0 days 09:17:00,0 days 09:17:00,0 days 09:19:00,0 days 09:17:00,0.0,0.0,120.0,1019.9999999999964,720.0,,0.0,60.0,180.0,NRW,SMK,9
2,2017-08-17,LE,201708177101296,SMK,0 days 09:29:00,0 days 09:29:00,0 days 09:32:00,0 days 09:30:00,0.0,60.0,180.0,720.0,720.0,0.0,120.0,60.0,60.0,DIS,IPS,9
3,2017-08-17,LE,201708177101296,IPS,0 days 09:43:00,0 days 09:41:00,0 days 09:44:00,0 days 09:42:00,0.0,60.0,60.0,720.0,540.0,60.0,180.0,60.0,240.0,SMK,MNG,9
4,2017-08-17,LE,201708177101296,MNG,0 days 09:53:00,0 days 09:52:00,0 days 09:57:00,0 days 09:53:00,0.0,60.0,240.0,540.0,540.0,60.0,60.0,180.0,180.0,IPS,COL,9
5,2017-08-17,LE,201708177101296,COL,0 days 10:03:00,0 days 10:02:00,0 days 10:06:00,0 days 10:05:00,0.0,180.0,180.0,540.0,1080.0,60.0,240.0,120.0,180.0,MNG,CHM,9
6,2017-08-17,LE,201708177101296,CHM,0 days 10:21:00,0 days 10:21:00,0 days 10:24:00,0 days 10:23:00,0.0,120.0,180.0,1080.0,1440.0,180.0,180.0,,,COL,SRA,9
7,2017-08-17,LE,201708177101296,SRA,,0 days 10:45:00,,,0.0,,,1440.0,,120.0,180.0,420.0,,CHM,LST,9
8,2017-08-17,LE,201708177101296,LST,,0 days 10:55:00,,0 days 11:02:00,0.0,420.0,,,,,,,,SRA,,9
0,2017-08-18,LE,201708187101296,NRW,0 days 09:00:00,,0 days 09:00:00,,0.0,,0.0,,1019.9999999999964,,,0.0,120.0,,DIS,9
1,2017-08-18,LE,201708187101296,DIS,0 days 09:17:00,0 days 09:17:00,0 days 09:19:00,0 days 09:17:00,0.0,0.0,120.0,1019.9999999999964,720.0,,0.0,60.0,120.0,NRW,SMK,9
2,2017-08-18,LE,201708187101296,SMK,0 days 09:29:00,0 days 09:29:00,0 days 09:31:00,0 days 09:30:00,0.0,60.0,120.0,720.0,720.0,0.0,120.0,120.0,120.0,DIS,IPS,9
3,2017-08-18,LE,201708187101296,IPS,0 days 09:43:00,0 days 09:41:00,0 days 09:45:00,0 days 09:43:00,0.0,120.0,120.0,720.0,540.0,60.0,120.0,180.0,240.0,SMK,MNG,9
4,2017-08-18,LE,201708187101296,MNG,0 days 09:53:00,0 days 09:52:00,0 days 09:57:00,0 days 09:55:00,0.0,180.0,240.0,540.0,540.0,120.0,120.0,180.0,240.0,IPS,COL,9
5,2017-08-18,LE,201708187101296,COL,0 days 10:03:00,0 days 10:02:00,0 days 10:07:00,0 days 10:05:00,0.0,180.0,240.0,540.0,1080.0,180.0,240.0,180.0,300.0,MNG,CHM,9
6,2017-08-18,LE,201708187101296,CHM,0 days 10:21:00,0 days 10:21:00,0 days 10:26:00,0 days 10:24:00,0.0,180.0,300.0,1080.0,1440.0,180.0,240.0,120.0,,COL,SRA,9
7,2017-08-18,LE,201708187101296,SRA,,0 days 10:45:00,,0 days 10:47:00,0.0,120.0,,1440.0,,180.0,300.0,120.0,,CHM,LST,9
8,2017-08-18,LE,201708187101296,LST,,0 days 10:55:00,,0 days 10:57:00,0.0,120.0,,,,120.0,,,,SRA,,9
0,2017-08-21,LE,201708217101296,NRW,0 days 09:00:00,,0 days 09:00:00,,0.0,,0.0,,1019.9999999999964,,,-120.0,60.0,,DIS,9
1,2017-08-21,LE,201708217101296,DIS,0 days 09:17:00,0 days 09:17:00,0 days 09:18:00,0 days 09:15:00,0.0,-120.0,60.0,1019.9999999999964,720.0,,0.0,0.0,120.0,NRW,SMK,9
2,2017-08-21,LE,201708217101296,SMK,0 days 09:29:00,0 days 09:29:00,0 days 09:31:00,0 days 09:29:00,0.0,0.0,120.0,720.0,720.0,-120.0,60.0,0.0,0.0,DIS,IPS,9
3,2017-08-21,LE,201708217101296,IPS,0 days 09:43:00,0 days 09:41:00,0 days 09:43:00,0 days 09:41:00,0.0,0.0,0.0,720.0,540.0,0.0,120.0,0.0,60.0,SMK,MNG,9
4,2017-08-21,LE,201708217101296,MNG,0 days 09:53:00,0 days 09:52:00,0 days 09:54:00,0 days 09:52:00,0.0,0.0,60.0,540.0,540.0,0.0,0.0,-60.0,-60.0,IPS,COL,9
5,2017-08-21,LE,201708217101296,COL,0 days 10:03:00,0 days 10:02:00,0 days 10:02:00,0 days 10:01:00,0.0,-60.0,-60.0,540.0,1080.0,0.0,60.0,-120.0,0.0,MNG,CHM,9
6,2017-08-21,LE,201708217101296,CHM,0 days 10:21:00,0 days 10:21:00,0 days 10:21:00,0 days 10:19:00,0.0,-120.0,0.0,1080.0,1440.0,-60.0,-60.0,-120.0,,COL,SRA,9
7,2017-08-21,LE,201708217101296,SRA,,0 days 10:45:00,,0 days 10:43:00,0.0,-120.0,,1440.0,,-120.0,0.0,-180.0,,CHM,LST,9
8,2017-08-21,LE,201708217101296,LST,,0 days 10:55:00,,0 days 10:52:00,0.0,-180.0,,,,-120.0,,,,SRA,,9
0,2017-08-22,LE,201708227101296,NRW,0 days 09:00:00,,0 days 09:01:00,,0.0,,60.0,,1019.9999999999964,,,0.0,120.0,,DIS,9
1,2017-08-22,LE,201708227101296,DIS,0 days 09:17:00,0 days 09:17:00,0 days 09:19:00,0 days 09:17:00,0.0,0.0,120.0,1019.9999999999964,720.0,,60.0,120.0,180.0,NRW,SMK,9
2,2017-08-22,LE,201708227101296,SMK,0 days 09:29:00,0 days 09:29:00,0 days 09:32:00,0 days 09:31:00,0.0,120.0,180.0,720.0,720.0,0.0,120.0,60.0,60.0,DIS,IPS,9
3,2017-08-22,LE,201708227101296,IPS,0 days 09:43:00,0 days 09:41:00,0 days 09:44:00,0 days 09:42:00,0.0,60.0,60.0,720.0,540.0,120.0,180.0,60.0,120.0,SMK,MNG,9
4,2017-08-22,LE,201708227101296,MNG,0 days 09:53:00,0 days 09:52:00,0 days 09:55:00,0 days 09:53:00,0.0,60.0,120.0,540.0,540.0,60.0,60.0,60.0,60.0,IPS,COL,9
5,2017-08-22,LE,201708227101296,COL,0 days 10:03:00,0 days 10:02:00,0 days 10:04:00,0 days 10:03:00,0.0,60.0,60.0,540.0,1080.0,60.0,120.0,0.0,60.0,MNG,CHM,9
6,2017-08-22,LE,201708227101296,CHM,0 days 10:21:00,0 days 10:21:00,0 days 10:22:00,0 days 10:21:00,0.0,0.0,60.0,1080.0,1440.0,60.0,60.0,0.0,,COL,SRA,9
7,2017-08-22,LE,201708227101296,SRA,,0 days 10:45:00,,0 days 10:45:00,0.0,0.0,,1440.0,,0.0,60.0,0.0,,CHM,LST,9
8,2017-08-22,LE,201708227101296,LST,,0 days 10:55:00,,0 days 10:55:00,0.0,0.0,,,,0.0,,,,SRA,,9
0,2017-08-23,LE,201708237101296,NRW,0 days 09:00:00,,0 days 09:00:00,,0.0,,0.0,,1019.9999999999964,,,0.0,180.0,,DIS,9
1,2017-08-23,LE,201708237101296,DIS,0 days 09:17:00,0 days 09:17:00,0 days 09:20:00,0 days 09:17:00,0.0,0.0,180.0,1019.9999999999964,720.0,,0.0,120.0,180.0,NRW,SMK,9
2,2017-08-23,LE,201708237101296,SMK,0 days 09:29:00,0 days 09:29:00,0 days 09:32:00,0 days 09:31:00,0.0,120.0,180.0,720.0,720.0,0.0,180.0,60.0,60.0,DIS,IPS,9
3,2017-08-23,LE,201708237101296,IPS,0 days 09:43:00,0 days 09:41:00,0 days 09:44:00,0 days 09:42:00,0.0,60.0,60.0,720.0,540.0,120.0,180.0,120.0,180.0,SMK,MNG,9
4,2017-08-23,LE,201708237101296,MNG,0 days 09:53:00,0 days 09:52:00,0 days 09:56:00,0 days 09:54:00,0.0,120.0,180.0,540.0,540.0,60.0,60.0,60.0,60.0,IPS,COL,9
5,2017-08-23,LE,201708237101296,COL,0 days 10:03:00,0 days 10:02:00,0 days 10:04:00,0 days 10:03:00,0.0,60.0,60.0,540.0,1080.0,120.0,180.0,240.0,300.0,MNG,CHM,9
6,2017-08-23,LE,201708237101296,CHM,0 days 10:21:00,0 days 10:21:00,0 days 10:26:00,0 days 10:25:00,0.0,240.0,300.0,1080.0,1440.0,60.0,60.0,240.0,,COL,SRA,9
7,2017-08-23,LE,201708237101296,SRA,,0 days 10:45:00,,0 days 10:49:00,0.0,240.0,,1440.0,,240.0,300.0,240.0,,CHM,LST,9
8,2017-08-23,LE,201708237101296,LST,,0 days 10:55:00,,0 days 10:59:00,0.0,240.0,,,,240.0,,,,SRA,,9
0,2017-08-24,LE,201708247101296,NRW,0 days 09:00:00,,0 days 09:00:00,,0.0,,0.0,,1019.9999999999964,,,0.0,120.0,,DIS,9
1,2017-08-24,LE,201708247101296,DIS,0 days 09:17:00,0 days 09:17:00,0 days 09:19:00,0 days 09:17:00,0.0,0.0,120.0,1019.9999999999964,720.0,,0.0,60.0,120.0,NRW,SMK,9
2,2017-08-24,LE,201708247101296,SMK,0 days 09:29:00,0 days 09:29:00,0 days 09:31:00,0 days 09:30:00,0.0,60.0,120.0,720.0,720.0,0.0,120.0,0.0,0.0,DIS,IPS,9
3,2017-08-24,LE,201708247101296,IPS,0 days 09:43:00,0 days 09:41:00,0 days 09:43:00,0 days 09:41:00,0.0,0.0,0.0,720.0,540.0,60.0,120.0,0.0,60.0,SMK,MNG,9
4,2017-08-24,LE,201708247101296,MNG,0 days 09:53:00,0 days 09:52:00,0 days 09:54:00,0 days 09:52:00,0.0,0.0,60.0,540.0,540.0,0.0,0.0,-60.0,0.0,IPS,COL,9
5,2017-08-24,LE,201708247101296,COL,0 days 10:03:00,0 days 10:02:00,0 days 10:03:00,0 days 10:01:00,0.0,-60.0,0.0,540.0,1080.0,0.0,60.0,-120.0,0.0,MNG,CHM,9
6,2017-08-24,LE,201708247101296,CHM,0 days 10:21:00,0 days 10:21:00,0 days 10:21:00,0 days 10:19:00,0.0,-120.0,0.0,1080.0,1440.0,-60.0,0.0,-60.0,,COL,SRA,9
7,2017-08-24,LE,201708247101296,SRA,,0 days 10:45:00,,0 days 10:44:00,0.0,-60.0,,1440.0,,-120.0,0.0,-180.0,,CHM,LST,9
8,2017-08-24,LE,201708247101296,LST,,0 days 10:55:00,,0 days 10:52:00,0.0,-180.0,,,,-60.0,,,,SRA,,9
0,2017-08-25,LE,201708257101296,NRW,0 days 09:00:00,,0 days 09:00:00,,0.0,,0.0,,1019.9999999999964,,,-60.0,60.0,,DIS,9
1,2017-08-25,LE,201708257101296,DIS,0 days 09:17:00,0 days 09:17:00,0 days 09:18:00,0 days 09:16:00,0.0,-60.0,60.0,1019.9999999999964,720.0,,0.0,0.0,120.0,NRW,SMK,9
2,2017-08-25,LE,201708257101296,SMK,0 days 09:29:00,0 days 09:29:00,0 days 09:31:00,0 days 09:29:00,0.0,0.0,120.0,720.0,720.0,-60.0,60.0,0.0,0.0,DIS,IPS,9
3,2017-08-25,LE,201708257101296,IPS,0 days 09:43:00,0 days 09:41:00,0 days 09:43:00,0 days 09:41:00,0.0,0.0,0.0,720.0,540.0,0.0,120.0,60.0,120.0,SMK,MNG,9
4,2017-08-25,LE,201708257101296,MNG,0 days 09:53:00,0 days 09:52:00,0 days 09:55:00,0 days 09:53:00,0.0,60.0,120.0,540.0,540.0,0.0,0.0,0.0,0.0,IPS,COL,9
5,2017-08-25,LE,201708257101296,COL,0 days 10:03:00,0 days 10:02:00,0 days 10:03:00,0 days 10:02:00,0.0,0.0,0.0,540.0,1080.0,60.0,120.0,-120.0,0.0,MNG,CHM,9
6,2017-08-25,LE,201708257101296,CHM,0 days 10:21:00,0 days 10:21:00,0 days 10:21:00,0 days 10:19:00,0.0,-120.0,0.0,1080.0,1440.0,0.0,0.0,0.0,,COL,SRA,9
7,2017-08-25,LE,201708257101296,SRA,,0 days 10:45:00,,0 days 10:45:00,0.0,0.0,,1440.0,,-120.0,0.0,-60.0,,CHM,LST,9
8,2017-08-25,LE,201708257101296,LST,,0 days 10:55:00,,0 days 10:54:00,0.0,-60.0,,,,0.0,,,,SRA,,9
0,2017-08-29,LE,201708297101296,NRW,0 days 09:00:00,,0 days 08:59:00,,0.0,,-60.0,,1019.9999999999964,,,-120.0,60.0,,DIS,9
1,2017-08-29,LE,201708297101296,DIS,0 days 09:17:00,0 days 09:17:00,0 days 09:18:00,0 days 09:15:00,0.0,-120.0,60.0,1019.9999999999964,720.0,,-60.0,0.0,120.0,NRW,SMK,9
2,2017-08-29,LE,201708297101296,SMK,0 days 09:29:00,0 days 09:29:00,0 days 09:31:00,0 days 09:29:00,0.0,0.0,120.0,720.0,720.0,-120.0,60.0,0.0,0.0,DIS,IPS,9
3,2017-08-29,LE,201708297101296,IPS,0 days 09:43:00,0 days 09:41:00,0 days 09:43:00,0 days 09:41:00,0.0,0.0,0.0,720.0,540.0,0.0,120.0,0.0,60.0,SMK,MNG,9
4,2017-08-29,LE,201708297101296,MNG,0 days 09:53:00,0 days 09:52:00,0 days 09:54:00,0 days 09:52:00,0.0,0.0,60.0,540.0,540.0,0.0,0.0,-60.0,0.0,IPS,COL,9
5,2017-08-29,LE,201708297101296,COL,0 days 10:03:00,0 days 10:02:00,0 days 10:03:00,0 days 10:01:00,0.0,-60.0,0.0,540.0,1080.0,0.0,60.0,-120.0,0.0,MNG,CHM,9
6,2017-08-29,LE,201708297101296,CHM,0 days 10:21:00,0 days 10:21:00,0 days 10:21:00,0 days 10:19:00,0.0,-120.0,0.0,1080.0,1440.0,-60.0,0.0,60.0,,COL,SRA,9
7,2017-08-29,LE,201708297101296,SRA,,0 days 10:45:00,,0 days 10:46:00,0.0,60.0,,1440.0,,-120.0,0.0,60.0,,CHM,LST,9
8,2017-08-29,LE,201708297101296,LST,,0 days 10:55:00,,0 days 10:56:00,0.0,60.0,,,,60.0,,,,SRA,,9
0,2017-08-30,LE,201708307101296,NRW,0 days 09:00:00,,0 days 09:03:00,,0.0,,180.0,,1019.9999999999964,,,120.0,240.0,,DIS,9
1,2017-08-30,LE,201708307101296,DIS,0 days 09:17:00,0 days 09:17:00,0 days 09:21:00,0 days 09:19:00,0.0,120.0,240.0,1019.9999999999964,720.0,,180.0,180.0,300.0,NRW,SMK,9
2,2017-08-30,LE,201708307101296,SMK,0 days 09:29:00,0 days 09:29:00,0 days 09:34:00,0 days 09:32:00,0.0,180.0,300.0,720.0,720.0,120.0,240.0,180.0,180.0,DIS,IPS,9
3,2017-08-30,LE,201708307101296,IPS,0 days 09:43:00,0 days 09:41:00,0 days 09:46:00,0 days 09:44:00,0.0,180.0,180.0,720.0,540.0,180.0,300.0,120.0,180.0,SMK,MNG,9
4,2017-08-30,LE,201708307101296,MNG,0 days 09:53:00,0 days 09:52:00,0 days 09:56:00,0 days 09:54:00,0.0,120.0,180.0,540.0,540.0,180.0,180.0,60.0,180.0,IPS,COL,9
5,2017-08-30,LE,201708307101296,COL,0 days 10:03:00,0 days 10:02:00,0 days 10:06:00,0 days 10:03:00,0.0,60.0,180.0,540.0,1080.0,120.0,180.0,60.0,180.0,MNG,CHM,9
6,2017-08-30,LE,201708307101296,CHM,0 days 10:21:00,0 days 10:21:00,0 days 10:24:00,0 days 10:22:00,0.0,60.0,180.0,1080.0,1440.0,60.0,180.0,0.0,,COL,SRA,9
